Original Input,Canonical Name,Is Valid,Requires Review,Review Reason,Clusters,Cluster Names,Domain IDs,Domain Names
Unemployment Claims,Unemployment Claims,true,true,"Implies a process; could be more specific (e.g., 'Unemployment Claims Processing')",29; 58,HR Operations & Compliance; Public Administration & Policy,5; 9,Human Resources & People Operations; Education & Human Services
Account Manager,Account Manager,false,true,"Likely job title, not a skill","","","",""
Machine Knitting,Machine Knitting,true,false,"",39,Manufacturing & Production Operations,7,"Engineering, Manufacturing & Supply Chain"
Quota Attainment,Quota Attainment,false,false,"","","","",""
Paperwork Management,Paperwork Management,true,false,"",35,Personal Effectiveness & Productivity,6,Leadership & Professional Development
Injury Prevention Strategies,Injury Prevention Strategies,true,false,"",42; 51; 65,"Health, Safety & Environment; Allied Health & Therapeutic Services; Sports, Fitness & Wellness",7; 8; 10,"Engineering, Manufacturing & Supply Chain; Healthcare & Life Sciences; Hospitality, Retail & Events"
SDS-PAGE: Sodium Dodecyl Sulfate Polyacrylamide Gel Electrophoresis,SDS-PAGE,true,false,"",50,Biomedical Science & Pharmaceutical Research,8,Healthcare & Life Sciences
Emf Compliance,EMF Compliance,true,false,"",23; 42,"Legal, Risk & Compliance; Health, Safety & Environment",4; 7,"Business, Finance & Legal; Engineering, Manufacturing & Supply Chain"
Product Advisory,Product Advisory,true,true,Ambiguous term; could be a role or a skill,15; 21; 22,Sales & Business Development; Business Analysis & Intelligence; Strategy & Business Management,3; 4,"Sales, Marketing & Customer Success; Business, Finance & Legal"
Patient Reported Outcomes,Patient Reported Outcomes,true,false,"",50; 53,Biomedical Science & Pharmaceutical Research; Health Informatics & Administration,8,Healthcare & Life Sciences
Distributor Management,Distributor Management,true,false,"",15; 40,Sales & Business Development; Supply Chain & Logistics,3; 7,"Sales, Marketing & Customer Success; Engineering, Manufacturing & Supply Chain"
Fondant Handling,Fondant Handling,true,false,"",61,Culinary & Food Services,10,"Hospitality, Retail & Events"
Horse Riding,Horse Riding,true,true,Can be a hobby or a professional skill; context is key,65,"Sports, Fitness & Wellness",10,"Hospitality, Retail & Events"
Phase Ii Subsurface Investigations,Phase II Subsurface Investigations,true,false,"",38; 46,"Mechanical, Electrical & Civil Engineering; Mining & Geosciences",7,"Engineering, Manufacturing & Supply Chain"
Flex Circuits Design,Flexible Circuit Design,true,false,"",38,"Mechanical, Electrical & Civil Engineering",7,"Engineering, Manufacturing & Supply Chain"
PPE Use,Personal Protective Equipment (PPE) Use,true,false,"",42,"Health, Safety & Environment",7,"Engineering, Manufacturing & Supply Chain"
Irrigation Maintenance,Irrigation Maintenance,true,false,"",44,Skilled Trades & Industrial Maintenance,7,"Engineering, Manufacturing & Supply Chain"
Chemical Testing,Chemical Testing,true,false,"",43; 50,Manufacturing Quality Control; Biomedical Science & Pharmaceutical Research,7; 8,"Engineering, Manufacturing & Supply Chain; Healthcare & Life Sciences"
Practice Techniques,Practice Techniques,false,false,"","","","",""
Religious History,Religious History,false,false,"","","","",""
CPU Analysis,CPU Performance Analysis,true,false,"",1; 5,Software Development & Engineering; IT Support & Network Administration,1,Technology & IT
Classroom Discipline,Classroom Management,true,false,"",55,Classroom Instruction & Tutoring,9,Education & Human Services
Hemostasis Techniques,Haemostasis Techniques,true,false,"",49,Clinical Care & Nursing,8,Healthcare & Life Sciences
Functional Verification,Functional Verification,true,false,"",7; 38,"Software Quality Assurance; Mechanical, Electrical & Civil Engineering",1; 7,"Technology & IT; Engineering, Manufacturing & Supply Chain"
Azure Repos,Azure Repos,true,false,"",1; 2,Software Development & Engineering; DevOps & Cloud Infrastructure,1,Technology & IT
Rotoscoping,Rotoscoping,true,false,"",10,"Visual Design, Animation & 3D",2,Design & Creative
Health Regulations,Health Regulations,false,false,"","","","",""
Energy Efficiency Audits,Energy Efficiency Auditing,true,false,"",38; 42,"Mechanical, Electrical & Civil Engineering; Health, Safety & Environment",7,"Engineering, Manufacturing & Supply Chain"
Detailed Oriented,Attention to Detail,true,true,Borderline soft skill/personal trait,35,Personal Effectiveness & Productivity,6,Leadership & Professional Development
Model Casting,Model Casting,true,false,"",12; 26,"Audio, Video & Media Production; Talent Acquisition & Recruitment",2; 5,Design & Creative; Human Resources & People Operations
Ethics In Law,Legal Ethics,true,false,"",23,"Legal, Risk & Compliance",4,"Business, Finance & Legal"
New Medical Technologies,New Medical Technologies,false,true,Too broad or domain-level,"","","",""
Pastoral Leadership,Pastoral Leadership,true,false,"",31; 59,Leadership & People Management; Community Outreach & Social Work,6; 9,Leadership & Professional Development; Education & Human Services
Operations Support,Operations Support,false,true,Too broad or function-level,"","","",""
Screen Printing,Screen Printing,true,false,"",10; 39,"Visual Design, Animation & 3D; Manufacturing & Production Operations",2; 7,"Design & Creative; Engineering, Manufacturing & Supply Chain"
Hazard Analysis,Hazard Analysis,true,false,"",23; 42,"Legal, Risk & Compliance; Health, Safety & Environment",4; 7,"Business, Finance & Legal; Engineering, Manufacturing & Supply Chain"
Programming Knowledge,Programming,false,true,Too broad or domain-level,"","","",""
3D Graphics Programming,3D Graphics Programming,true,false,"",1; 10; 13,"Software Development & Engineering; Visual Design, Animation & 3D; Game Design & Development",1; 2,Technology & IT; Design & Creative
Well Logging,Well Logging,true,false,"",45; 46,"Oil, Gas & Energy Engineering; Mining & Geosciences",7,"Engineering, Manufacturing & Supply Chain"
Announcement Skills,Public Speaking,true,false,"",34,Communication & Interpersonal Skills,6,Leadership & Professional Development
Data Model Design,Data Modelling,true,false,"",1; 3; 21,"Software Development & Engineering; Data Science, Analytics & AI; Business Analysis & Intelligence",1; 4,"Technology & IT; Business, Finance & Legal"
HR Guidance,HR Advisory,true,false,"",28; 29,Employee Relations & Engagement; HR Operations & Compliance,5,Human Resources & People Operations
Medical Reimbursement,Medical Reimbursement,true,false,"",20; 53,Finance & Accounting; Health Informatics & Administration,4; 8,"Business, Finance & Legal; Healthcare & Life Sciences"
Knowledge Systems,Knowledge Management Systems,true,false,"",6; 22; 60,Enterprise Systems & Applications; Strategy & Business Management; Information & Library Science,1; 4; 9,"Technology & IT; Business, Finance & Legal; Education & Human Services"
Professional Development,Professional Development,false,true,Too broad or domain-level,"","","",""
Mediation Support,Mediation,true,false,"",23; 28; 34,"Legal, Risk & Compliance; Employee Relations & Engagement; Communication & Interpersonal Skills",4; 5; 6,"Business, Finance & Legal; Human Resources & People Operations; Leadership & Professional Development"
Polypectomy,Polypectomy,true,false,"",49,Clinical Care & Nursing,8,Healthcare & Life Sciences
Analyst Engagement,Analyst Relations,true,false,"",17,"Brand, Content & Communications Strategy",3,"Sales, Marketing & Customer Success"
Package Tracking,Package Tracking,false,false,"","","","",""
Load-Pull Techniques,Load-Pull Techniques,true,false,"",38,"Mechanical, Electrical & Civil Engineering",7,"Engineering, Manufacturing & Supply Chain"
Compliance Checking,Compliance Checking,true,false,"",23,"Legal, Risk & Compliance",4,"Business, Finance & Legal"
Patient Care,Patient Care,true,false,"",49,Clinical Care & Nursing,8,Healthcare & Life Sciences
Venue Scouting,Venue Scouting,true,false,"",64,Event Planning & Management,10,"Hospitality, Retail & Events"
Financial Modelling,Financial Modelling,true,false,"",20; 21,Finance & Accounting; Business Analysis & Intelligence,4,"Business, Finance & Legal"
FPLC Chromatography,FPLC Chromatography,true,false,"",50,Biomedical Science & Pharmaceutical Research,8,Healthcare & Life Sciences
Biological Sample Collection,Biological Sample Collection,true,false,"",49; 50; 51,Clinical Care & Nursing; Biomedical Science & Pharmaceutical Research; Allied Health & Therapeutic Services,8,Healthcare & Life Sciences
Code Review Participation,Code Review,true,false,"",1; 7,Software Development & Engineering; Software Quality Assurance,1,Technology & IT
Anesthesia Techniques,Anaesthesia Techniques,true,false,"",49,Clinical Care & Nursing,8,Healthcare & Life Sciences
Power Bi/Tableau,Power BI / Tableau,false,true,Compound or non-atomic term,"","","",""
Troubleshooting Basic Issues,Troubleshooting,true,false,"",5; 19; 44,"IT Support & Network Administration; Customer Success, Service & Support; Skilled Trades & Industrial Maintenance",1; 3; 7,"Technology & IT; Sales, Marketing & Customer Success; Engineering, Manufacturing & Supply Chain"
Azure Monitor,Azure Monitor,true,false,"",2; 5,DevOps & Cloud Infrastructure; IT Support & Network Administration,1,Technology & IT
Modeling,Modelling,false,true,Too broad or domain-level,"","","",""
CISCO Technologies,Cisco Technologies,false,true,Too broad or domain-level,"","","",""
Product Replenishment,Product Replenishment,true,false,"",40; 62,Supply Chain & Logistics; Retail & E-Commerce Operations,7; 10,"Engineering, Manufacturing & Supply Chain; Hospitality, Retail & Events"
Fund Performance Evaluation,Fund Performance Evaluation,true,false,"",20,Finance & Accounting,4,"Business, Finance & Legal"
Postal Machinery,Postal Machinery,true,true,"Ambiguous skill, could mean operation, maintenance, or design",40; 44,Supply Chain & Logistics; Skilled Trades & Industrial Maintenance,7,"Engineering, Manufacturing & Supply Chain"
Appeal Strategies,Appeal Strategy,true,false,"",23,"Legal, Risk & Compliance",4,"Business, Finance & Legal"
Brokerage Processes,Brokerage Processes,true,true,"Context-dependent, could apply to finance, real estate, or logistics",20; 25; 40,Finance & Accounting; Real Estate & Property Management; Supply Chain & Logistics,4; 7,"Business, Finance & Legal; Engineering, Manufacturing & Supply Chain"
Note Reading,Musical Notation Reading,true,true,"Ambiguous term, assumed musical context. Cluster mapping uncertain.",12,"Audio, Video & Media Production",2,Design & Creative
Donor Strategy,Donor Strategy,true,false,"",15; 22,Sales & Business Development; Strategy & Business Management,3; 4,"Sales, Marketing & Customer Success; Business, Finance & Legal"
Admissions Systems,Admissions Systems,true,true,"Context unclear (e.g., education, healthcare)",6; 53,Enterprise Systems & Applications; Health Informatics & Administration,1; 8,Technology & IT; Healthcare & Life Sciences
Architectural Detailing,Architectural Detailing,true,false,"",38,"Mechanical, Electrical & Civil Engineering",7,"Engineering, Manufacturing & Supply Chain"
Analytical Chemistry,Analytical Chemistry,true,false,"",50,Biomedical Science & Pharmaceutical Research,8,Healthcare & Life Sciences
Bid Protests,Bid Protests,true,false,"",23; 24,"Legal, Risk & Compliance; Procurement & Vendor Management",4,"Business, Finance & Legal"
University Teaching,University Teaching,true,false,"",55,Classroom Instruction & Tutoring,9,Education & Human Services
Citation Styles,Citation Styles,true,false,"",11; 60,"Content Creation, Writing & Editing; Information & Library Science",2; 9,Design & Creative; Education & Human Services
Drivetrain Repair,Drivetrain Repair,true,false,"",44,Skilled Trades & Industrial Maintenance,7,"Engineering, Manufacturing & Supply Chain"
Competency Based Interviewing,Competency-Based Interviewing,true,false,"",26; 31,Talent Acquisition & Recruitment; Leadership & People Management,5; 6,Human Resources & People Operations; Leadership & Professional Development
Validation,Validation,false,true,Too broad or domain-level,"","","",""
Precision Measuring,Precision Measurement,true,false,"",43; 44,Manufacturing Quality Control; Skilled Trades & Industrial Maintenance,7,"Engineering, Manufacturing & Supply Chain"
Interprofessional Communication,Interprofessional Communication,true,false,"",34,Communication & Interpersonal Skills,6,Leadership & Professional Development
Session Endurance,Session Endurance,false,false,"","","","",""
NCIDQ Qualification,NCIDQ,true,true,Certification context unclear,10,"Visual Design, Animation & 3D",2,Design & Creative
Special Handling,Special Handling,false,true,Too broad or domain-level,"","","",""
Dsp Software,DSP Software,true,false,"",1; 12; 38,"Software Development & Engineering; Audio, Video & Media Production; Mechanical, Electrical & Civil Engineering",1; 2; 7,"Technology & IT; Design & Creative; Engineering, Manufacturing & Supply Chain"
Spill Cleanup,Spill Cleanup,true,false,"",42,"Health, Safety & Environment",7,"Engineering, Manufacturing & Supply Chain"
Target Audience Understanding,Target Audience Analysis,true,false,"",9; 17; 18,"UX/UI Design & Research; Brand, Content & Communications Strategy; Market Research & Consumer Insights",2; 3,"Design & Creative; Sales, Marketing & Customer Success"
Software Documentation,Software Documentation,true,false,"",1; 11,"Software Development & Engineering; Content Creation, Writing & Editing",1; 2,Technology & IT; Design & Creative
HSE Compliance,HSE Compliance,true,false,"",23; 42,"Legal, Risk & Compliance; Health, Safety & Environment",4; 7,"Business, Finance & Legal; Engineering, Manufacturing & Supply Chain"
Customer Retainment,Customer Retention,true,false,"",15; 19,"Sales & Business Development; Customer Success, Service & Support",3,"Sales, Marketing & Customer Success"
Business Process Design,Business Process Design,true,false,"",21; 22,Business Analysis & Intelligence; Strategy & Business Management,4,"Business, Finance & Legal"
File Correction,File Correction,true,true,"Too generic, context needed for clustering","","","",""
Medical Procedures,Medical Procedures,false,true,Too broad or domain-level,"","","",""
Laboratory Ethics,Laboratory Ethics,true,false,"",50,Biomedical Science & Pharmaceutical Research,8,Healthcare & Life Sciences
Programming Basics,Programming,false,true,Too broad or domain-level,"","","",""
Data Formatting,Data Formatting,true,false,"",3; 21,"Data Science, Analytics & AI; Business Analysis & Intelligence",1; 4,"Technology & IT; Business, Finance & Legal"
On-Set Vfx Supervision,On-Set VFX Supervision,true,false,"",10; 12,"Visual Design, Animation & 3D; Audio, Video & Media Production",2,Design & Creative
Custom Connectors,Custom Connector Development,true,false,"",1; 6,Software Development & Engineering; Enterprise Systems & Applications,1,Technology & IT
Elderly Support,Elderly Care,true,false,"",51; 59,Allied Health & Therapeutic Services; Community Outreach & Social Work,8; 9,Healthcare & Life Sciences; Education & Human Services
Plotly,Plotly,true,false,"",3; 21,"Data Science, Analytics & AI; Business Analysis & Intelligence",1; 4,"Technology & IT; Business, Finance & Legal"
Weapon Handling,Weapon Handling,true,true,Cluster mapping uncertain,"","","",""
Diagnostics Software,Diagnostic Software,true,true,"Too broad; context needed for clustering (e.g., IT, automotive, medical)","","","",""
Professional Integrity,Professional Integrity,false,false,"","","","",""
Independent Contractors,Independent Contractors,false,true,"Describes a worker type, not a skill. Consider 'Managing Contractors'.","","","",""
Bid Strategy Oversight,Bid Strategy,true,false,"",15; 24,Sales & Business Development; Procurement & Vendor Management,3; 4,"Sales, Marketing & Customer Success; Business, Finance & Legal"
Steam Generators,Steam Generator Operation and Maintenance,true,false,"",44; 45,"Skilled Trades & Industrial Maintenance; Oil, Gas & Energy Engineering",7,"Engineering, Manufacturing & Supply Chain"
Housing Management,Housing Management,true,false,"",25; 59,Real Estate & Property Management; Community Outreach & Social Work,4; 9,"Business, Finance & Legal; Education & Human Services"
Offshore Operations,Offshore Operations Management,true,false,"",45; 48,"Oil, Gas & Energy Engineering; Marine & Maritime",7,"Engineering, Manufacturing & Supply Chain"
Corpus Management,Corpus Management,true,false,"",3; 60,"Data Science, Analytics & AI; Information & Library Science",1; 9,Technology & IT; Education & Human Services
Counterparty Risk,Counterparty Risk,true,false,"",20; 23,"Finance & Accounting; Legal, Risk & Compliance",4,"Business, Finance & Legal"
Seismic Interpretation,Seismic Interpretation,true,false,"",45; 46,"Oil, Gas & Energy Engineering; Mining & Geosciences",7,"Engineering, Manufacturing & Supply Chain"
Game Psychology,Game Psychology,true,false,"",9; 13,UX/UI Design & Research; Game Design & Development,2,Design & Creative
Members' Support,Member Support,true,false,"",19,"Customer Success, Service & Support",3,"Sales, Marketing & Customer Success"
Air Conditioning,Air Conditioning,true,false,"",44,Skilled Trades & Industrial Maintenance,7,"Engineering, Manufacturing & Supply Chain"
Polyglot,Polyglot,false,false,"","","","",""
Account Strategy Development,Account Strategy Development,true,false,"",15; 22,Sales & Business Development; Strategy & Business Management,3; 4,"Sales, Marketing & Customer Success; Business, Finance & Legal"
Medical Protocol Development,Medical Protocol Development,true,false,"",50; 53,Biomedical Science & Pharmaceutical Research; Health Informatics & Administration,8,Healthcare & Life Sciences
Integration Knowledge,Systems Integration,true,false,"",1; 6,Software Development & Engineering; Enterprise Systems & Applications,1,Technology & IT
Education Systems,Education Systems,false,false,"","","","",""
GMPS Understanding,Good Manufacturing Practice (GMP),true,false,"",39; 43,Manufacturing & Production Operations; Manufacturing Quality Control,7,"Engineering, Manufacturing & Supply Chain"
Substation Engineering,Substation Engineering,true,false,"",38; 45,"Mechanical, Electrical & Civil Engineering; Oil, Gas & Energy Engineering",7,"Engineering, Manufacturing & Supply Chain"
Email Marketing Software,Email Marketing Software,true,false,"",16,Digital Marketing & Growth,3,"Sales, Marketing & Customer Success"
Environment Law,Environmental Law,true,false,"",23; 42,"Legal, Risk & Compliance; Health, Safety & Environment",4; 7,"Business, Finance & Legal; Engineering, Manufacturing & Supply Chain"
Storage Networking,Storage Networking,true,false,"",2; 5,DevOps & Cloud Infrastructure; IT Support & Network Administration,1,Technology & IT
Technical Details,Technical Details,false,false,"","","","",""
Federal Government,Federal Government,false,false,"","","","",""
GMP Knowledge,Good Manufacturing Practice (GMP),true,false,"",39; 43,Manufacturing & Production Operations; Manufacturing Quality Control,7,"Engineering, Manufacturing & Supply Chain"
Image Sensors,Image Sensor Technology,true,false,"",38,"Mechanical, Electrical & Civil Engineering",7,"Engineering, Manufacturing & Supply Chain"
Skater Evaluation,Skater Evaluation,true,false,"",33; 65,"Coaching, Mentoring & Training; Sports, Fitness & Wellness",6; 10,"Leadership & Professional Development; Hospitality, Retail & Events"
Constructive Criticism,Constructive Criticism,true,false,"",34,Communication & Interpersonal Skills,6,Leadership & Professional Development
Wait Time Management,Wait Time Management,true,false,"",19,"Customer Success, Service & Support",3,"Sales, Marketing & Customer Success"
Bug Triaging,Bug Triaging,true,false,"",7,Software Quality Assurance,1,Technology & IT
Event Assistance,Event Assistance,true,false,"",64,Event Planning & Management,10,"Hospitality, Retail & Events"
Motion Graphics,Motion Graphics,true,false,"",10; 12,"Visual Design, Animation & 3D; Audio, Video & Media Production",2,Design & Creative
Solar Energy Systems,Solar Energy Systems,true,true,Could be a broad knowledge area rather than a specific skill,45,"Oil, Gas & Energy Engineering",7,"Engineering, Manufacturing & Supply Chain"
Call Escalation,Call Escalation,true,false,"",5; 19,"IT Support & Network Administration; Customer Success, Service & Support",1; 3,"Technology & IT; Sales, Marketing & Customer Success"
Heuristics,Heuristics,false,true,Too broad and conceptual; lacks an applied context,"","","",""
Recreational Therapy,Recreational Therapy,true,false,"",51,Allied Health & Therapeutic Services,8,Healthcare & Life Sciences
Pedagogical Knowledge,Pedagogical Knowledge,true,false,"",55; 56,Classroom Instruction & Tutoring; Curriculum & Instructional Design,9,Education & Human Services
Home Care,Home Care,false,false,"","","","",""
Public Safety Awareness,Public Safety Awareness,true,true,Ambiguous: could be a state of being or an applied skill,42; 58,"Health, Safety & Environment; Public Administration & Policy",7; 9,"Engineering, Manufacturing & Supply Chain; Education & Human Services"
Brand Expansion,Brand Expansion,false,false,"","","","",""
Digital Artwork,Digital Artwork,false,true,"Describes an output, not the underlying skill (e.g., Digital Illustration)","","","",""
Customer Intelligence,Customer Intelligence,true,false,"",18; 21,Market Research & Consumer Insights; Business Analysis & Intelligence,3; 4,"Sales, Marketing & Customer Success; Business, Finance & Legal"
Solar Installations,Solar Installation,true,false,"",44; 45,"Skilled Trades & Industrial Maintenance; Oil, Gas & Energy Engineering",7,"Engineering, Manufacturing & Supply Chain"
Mindfulness Training,Mindfulness Training,true,false,"",33,"Coaching, Mentoring & Training",6,Leadership & Professional Development
Rfp Response,RFP Response,true,false,"",15,Sales & Business Development,3,"Sales, Marketing & Customer Success"
Logistics Coordination,Logistics Coordination,true,false,"",40,Supply Chain & Logistics,7,"Engineering, Manufacturing & Supply Chain"
Path Construction,Path Construction,true,false,"",38; 44,"Mechanical, Electrical & Civil Engineering; Skilled Trades & Industrial Maintenance",7,"Engineering, Manufacturing & Supply Chain"
Cloud Service Selection,Cloud Service Selection,true,false,"",2; 24,DevOps & Cloud Infrastructure; Procurement & Vendor Management,1; 4,"Technology & IT; Business, Finance & Legal"
Unit Testing,Unit Testing,true,false,"",1; 7,Software Development & Engineering; Software Quality Assurance,1,Technology & IT
Document Preparation,Document Preparation,true,false,"",35,Personal Effectiveness & Productivity,6,Leadership & Professional Development
Project Contribution,Project Contribution,false,false,"","","","",""
Online Content Creation,Content Creation,true,false,"",11; 16,"Content Creation, Writing & Editing; Digital Marketing & Growth",2; 3,"Design & Creative; Sales, Marketing & Customer Success"
Payment Plan Structuring,Payment Plan Structuring,true,false,"",20,Finance & Accounting,4,"Business, Finance & Legal"
High-Speed Downlink Packet Access,High-Speed Downlink Packet Access,true,false,"",5,IT Support & Network Administration,1,Technology & IT
Bug Life Cycle Understanding,Bug Life Cycle Management,true,false,"",1; 7,Software Development & Engineering; Software Quality Assurance,1,Technology & IT
Press Laws,Media Law,true,false,"",17; 23,"Brand, Content & Communications Strategy; Legal, Risk & Compliance",3; 4,"Sales, Marketing & Customer Success; Business, Finance & Legal"
Learning Outcomes,Learning Outcome Development,true,false,"",30; 56,Learning & Development; Curriculum & Instructional Design,5; 9,Human Resources & People Operations; Education & Human Services
Document Categorization,Document Categorisation,true,false,"",35; 60,Personal Effectiveness & Productivity; Information & Library Science,6; 9,Leadership & Professional Development; Education & Human Services
Opc Unified Architecture (Opc Ua),OPC Unified Architecture (OPC UA),true,false,"",1; 39,Software Development & Engineering; Manufacturing & Production Operations,1; 7,"Technology & IT; Engineering, Manufacturing & Supply Chain"
Construction Terminology,Construction Terminology,true,false,"",38; 44,"Mechanical, Electrical & Civil Engineering; Skilled Trades & Industrial Maintenance",7,"Engineering, Manufacturing & Supply Chain"
Ada Compliance,ADA Compliance,true,false,"",23; 29,"Legal, Risk & Compliance; HR Operations & Compliance",4; 5,"Business, Finance & Legal; Human Resources & People Operations"
BD+C,BD+C,false,true,Unknown or ambiguous acronym,"","","",""
Arc Flash Safety,Arc Flash Safety,true,false,"",42; 44,"Health, Safety & Environment; Skilled Trades & Industrial Maintenance",7,"Engineering, Manufacturing & Supply Chain"
Network Development,Network Development,false,true,Ambiguous term; could mean IT or business networking,"","","",""
Process Hazard Analysis,Process Hazard Analysis,true,false,"",39; 42,"Manufacturing & Production Operations; Health, Safety & Environment",7,"Engineering, Manufacturing & Supply Chain"
Autism,Autism,false,false,"","","","",""
Glass Etching,Glass Etching,true,true,"Potentially a hobby, but also a professional artistic/trade skill",10,"Visual Design, Animation & 3D",2,Design & Creative
Microphone Usage,Microphone Usage,true,false,"",12,"Audio, Video & Media Production",2,Design & Creative
Author Representation,Author Representation,false,true,"Likely a business function or role, not a discrete skill","","","",""
Supply Relationship,Supply Relationship,false,false,"","","","",""
Educational Material Creation,Educational Material Creation,true,false,"",30; 56,Learning & Development; Curriculum & Instructional Design,5; 9,Human Resources & People Operations; Education & Human Services
Cash Flow Statements,Cash Flow Statement Analysis,true,false,"",20,Finance & Accounting,4,"Business, Finance & Legal"
Energy Conservation,Energy Conservation,true,false,"",38; 42,"Mechanical, Electrical & Civil Engineering; Health, Safety & Environment",7,"Engineering, Manufacturing & Supply Chain"
Component Installation,Component Installation,false,true,"Too broad; lacks context (e.g., electronic, mechanical)","","","",""
Technical Training,Technical Training,true,false,"",30; 33,"Learning & Development; Coaching, Mentoring & Training",5; 6,Human Resources & People Operations; Leadership & Professional Development
Microsoft 70-410,Microsoft 70-410,true,true,"Represents an outdated certification, not a skill directly",5,IT Support & Network Administration,1,Technology & IT
Voice Over Ip (Voip),VoIP,true,false,"",5,IT Support & Network Administration,1,Technology & IT
Site Architecture,Information Architecture,true,true,Original term is ambiguous (website vs. physical site),1; 9,Software Development & Engineering; UX/UI Design & Research,1; 2,Technology & IT; Design & Creative
Content Marketing,Content Marketing,true,false,"",16; 17,"Digital Marketing & Growth; Brand, Content & Communications Strategy",3,"Sales, Marketing & Customer Success"
Duty Allocation,Task Delegation,true,false,"",31; 32,Leadership & People Management; Project & Program Management,6,Leadership & Professional Development
Logic Programming,Logic Programming,true,false,"",1,Software Development & Engineering,1,Technology & IT
Reporting & Analytics,Reporting and Analytics,true,false,"",3; 21,"Data Science, Analytics & AI; Business Analysis & Intelligence",1; 4,"Technology & IT; Business, Finance & Legal"
TL9000,TL 9000,true,false,"",43,Manufacturing Quality Control,7,"Engineering, Manufacturing & Supply Chain"
Pitch Book Development,Pitch Book Development,true,false,"",15; 20,Sales & Business Development; Finance & Accounting,3; 4,"Sales, Marketing & Customer Success; Business, Finance & Legal"
Food Portioning,Food Portioning,true,false,"",61,Culinary & Food Services,10,"Hospitality, Retail & Events"
Merchandising Compliance,Merchandising Compliance,true,false,"",62,Retail & E-Commerce Operations,10,"Hospitality, Retail & Events"
Office365,Microsoft 365,true,false,"",21; 35,Business Analysis & Intelligence; Personal Effectiveness & Productivity,4; 6,"Business, Finance & Legal; Leadership & Professional Development"
Formative Assessment,Formative Assessment,true,false,"",55; 56,Classroom Instruction & Tutoring; Curriculum & Instructional Design,9,Education & Human Services
Microsoft Advertising,Microsoft Advertising,true,false,"",16,Digital Marketing & Growth,3,"Sales, Marketing & Customer Success"
Critical Feedback,Constructive Feedback,true,false,"",31; 33; 34,"Leadership & People Management; Coaching, Mentoring & Training; Communication & Interpersonal Skills",6,Leadership & Professional Development
CEO Relationship,CEO Relationship,false,true,"Vague term, likely an outcome not a skill","","","",""
Fabric Sorting,Fabric Sorting,true,false,"",39; 40,Manufacturing & Production Operations; Supply Chain & Logistics,7,"Engineering, Manufacturing & Supply Chain"
IOT Knowledge,Internet of Things (IoT),false,true,Too broad or domain-level,"","","",""
Switches/Routers,Switches and Routers,false,true,Compound or non-atomic term,"","","",""
GIT Control,Git,true,false,"",1; 2,Software Development & Engineering; DevOps & Cloud Infrastructure,1,Technology & IT
Legal Operations Management,Legal Operations Management,true,false,"",22; 23,"Strategy & Business Management; Legal, Risk & Compliance",4,"Business, Finance & Legal"
Sanitation,Sanitation,false,true,Too broad or domain-level,"","","",""
Employee Assessment,Employee Performance Assessment,true,false,"",28; 31,Employee Relations & Engagement; Leadership & People Management,5; 6,Human Resources & People Operations; Leadership & Professional Development
Transfusion Protocols,Blood Transfusion Protocols,true,false,"",49,Clinical Care & Nursing,8,Healthcare & Life Sciences
E-Commerce Law Knowledge,E-Commerce Law,true,false,"",23,"Legal, Risk & Compliance",4,"Business, Finance & Legal"
Tax Regulation Research,Tax Research,true,false,"",20; 23,"Finance & Accounting; Legal, Risk & Compliance",4,"Business, Finance & Legal"
Component Placement,Component Placement,true,false,"",38; 39,"Mechanical, Electrical & Civil Engineering; Manufacturing & Production Operations",7,"Engineering, Manufacturing & Supply Chain"
Educational Services,Educational Services,false,false,"","","","",""
Language Pathology,Speech and Language Pathology,true,false,"",51,Allied Health & Therapeutic Services,8,Healthcare & Life Sciences
Inquiry Handling,Enquiry Handling,true,false,"",19,"Customer Success, Service & Support",3,"Sales, Marketing & Customer Success"
Scrum Management,Scrum,true,false,"",1; 32,Software Development & Engineering; Project & Program Management,1; 6,Technology & IT; Leadership & Professional Development
Nutrition Therapy,Medical Nutrition Therapy,true,false,"",51; 65,"Allied Health & Therapeutic Services; Sports, Fitness & Wellness",8; 10,"Healthcare & Life Sciences; Hospitality, Retail & Events"
Construction Site Protocol,Construction Site Protocol,true,false,"",38; 42,"Mechanical, Electrical & Civil Engineering; Health, Safety & Environment",7,"Engineering, Manufacturing & Supply Chain"
Pathology Knowledge,Pathology,true,true,Borderline domain knowledge,49; 50,Clinical Care & Nursing; Biomedical Science & Pharmaceutical Research,8,Healthcare & Life Sciences
U.S. Federal Information Security Management Act (FISMA),FISMA,true,false,"",4; 23,"Cybersecurity & Information Security; Legal, Risk & Compliance",1; 4,"Technology & IT; Business, Finance & Legal"
Revaluations,Revaluation,false,true,Too ambiguous without context,"","","",""
Journey Builder,Journey Builder,true,false,"",16,Digital Marketing & Growth,3,"Sales, Marketing & Customer Success"
Apics,APICS,true,true,Certification context unclear,39; 40,Manufacturing & Production Operations; Supply Chain & Logistics,7,"Engineering, Manufacturing & Supply Chain"
Piping Design,Piping Design,true,false,"",38; 45,"Mechanical, Electrical & Civil Engineering; Oil, Gas & Energy Engineering",7,"Engineering, Manufacturing & Supply Chain"
